10484,-0.497142859867641,-1,-0.72,0.541499938964844,0.306999969482422,-0.5,1,-1,-1,-1,1,0,0.696969696969697
12992,-0.451405729566302,-1,-0.72,0.129000015258789,-0.245,-1,0.0303030303030303,-0.272727272727273,-0.757575757575758,-1,1,0,-0.689655172413793
16264,-0.270611081804548,-1,-0.64,0.418000030517578,0.476000061035156,-1,0.689655172413793,-1,-0.689655172413793,-1,2,0,-0.290322580645161
21485,1.02233396257673,-1,-0.2,0.735500030517578,-0.0409999847412109,-1,0.290322580645161,-0.290322580645161,-1,-1,0,0,1
26423,2.73699978419713,-1,0.4,0.0844999694824219,0.186999969482422,-1,1,-1,-1,-1,2,0,-0.116883116883117
34019,3.34040669032506,-1,0.6,0.455500030517578,0.145500030517578,-1,0.116883116883117,-1,-1,-0.116883116883117,0,0,1
40706,4.03432464599609,-1,0.88,0.245999984741211,0.184000015258789,-1,0.321739130434783,-0.6,-1,-0.721739130434783,0,0,1
23298,-0.599999972752162,1,-0.76,-0.0419999694824219,0.0209999847412109,1,-1,-1,-0.238095238095238,0.238095238095238,3,0,-0.607142857142857
25359,-0.53142854145595,-1,-0.72,0.150500030517578,0.248499984741211,0.5,0.607142857142857,-0.75,-0.857142857142857,-1,0,0,1
27737,-0.190491335732596,-1,-0.6,0.306000061035156,0.248499984741211,-1,1,-1,-1,-1,0,0,1
30774,0.317801748003278,-1,-0.44,0.294499969482422,0.181500015258789,-1,1,-1,-1,-1,1,0,-0.826086956521739
34059,0.592452049255371,-1,-0.36,0.035,0.55,-1,0.826086956521739,-1,-1,-0.826086956521739,1,3,-0.622641509433962
37569,1.13413075038365,1,-0.16,0.329499969482422,0.2125,-1,-0.622641509433962,-1,-1,0.622641509433962,0,0,1
6867,-0.599999972752162,0,0,0.845,0.586999969482422,1,1,-1,-1,-1,3,1,-0.117647058823529
8403,-0.565714291163853,0,0,0.488000030517578,0.0275,-1,-0.117647058823529,0.117647058823529,-1,-1,2,0,-0.757575757575758
10228,-0.253774506705148,0,0,0.571499938964844,0.286999969482422,-0.5,0.757575757575758,-0.757575757575758,-1,-1,0,0,1
12597,0.147804805210658,0,0,0.630500030517578,0.421999969482422,-1,1,-1,-1,-1,0,0,1
15914,0.63098212650844,0,0,0.520500030517578,0.401000061035156,-1,1,-1,-1,-1,0,0,1
19004,1.26684815543038,0,0,0.304499969482422,0.305500030517578,-1,1,-1,-1,-1,0,0,1
22924,1.39447620936802,0,0,0.8225,0.3875,-1,0.864406779661017,-1,-1,-0.864406779661017,0,0,1
26383,1.5284857068743,0,0,0.658999938964844,0.491999969482422,-1,0.941176470588235,-0.941176470588235,-1,-1,3,1,-0.0769230769230769
29630,1.66919544764927,0,0,0.0684999847412109,0.110999984741211,-1,-0.282051282051282,0.0769230769230769,-0.794871794871795,-1,0,0,1
32662,1.81694085257394,0,0,0.413000030517578,0.0134999847412109,-0.5,-0.0877192982456141,-0.543859649122807,-0.543859649122807,-0.824561403508772,0,0,1
36122,1.97207341875349,0,0,0.0709999847412109,0.403000030517578,-1,0.142857142857143,-1,-1,-0.142857142857143,0,0,1
40228,2.13496262686593,0,0,0.275,0.139000015258789,-1,0.666666666666667,-0.666666666666667,-1,-1,3,0,-0.730769230769231
44380,2.30599648611886,0,0,0.298999938964844,0.296000061035156,-1,0.730769230769231,-0.730769230769231,-1,-1,0,0,1
5985,-0.599999972752162,0,0,0.294499969482422,0.313999938964844,1,0.692307692307692,-1,-1,-0.692307692307692,2,0,-0.2
7355,-0.565714291163853,0,0,0.119000015258789,0.171500015258789,-1,0.2,-1,-1,-0.2,0,3,-1
8693,-0.333154337746756,0,0,-0.179000015258789,0.593500061035156,-1,-1,-1,-1,1,0,3,-1
10328,-0.0727364676339286,0,0,-0.206500015258789,0.460500030517578,0.5,-1,-1,-1,1,1,1,1
12103,-0.106208665030343,0,0,-0.144499969482422,-0.173499984741211,0.5,-1,0.153846153846154,-0.153846153846154,-1,0,0,1
3259,-0.599999972752162,0,0,-0.133499984741211,0.315,1,-0.91304347826087,-1,-1,0.91304347826087,2,3,0.3
3675,-0.565714291163853,0,0,-0.2,0.348999938964844,0.5,-1,-0.5,-0.6,0.1,2,3,-1
4361,-0.253774506705148,0,0,-0.235999984741211,0.410500030517578,0.5,-1,-1,-1,1,0,3,-1
5219,0.147804805210658,0,0,-0.09,0.315500030517578,0.5,-1,-1,-1,1,0,0,1
6337,0.805227279663086,0,0,0.221500015258789,0.498500061035156,0.5,0.631578947368421,-1,-1,-0.631578947368421,0,0,1
7318,1.26684815543038,0,0,0.201500015258789,0.0680000305175781,-1,0.644444444444444,-1,-0.755555555555556,-0.888888888888889,0,0,1
8672,1.39447620936802,0,0,0.0244999694824219,0.394499969482422,-1,0.833333333333333,-1,-1,-0.833333333333333,0,0,1
9588,1.5284857068743,0,0,-0.0990000152587891,0.169000015258789,-1,0.363636363636364,-1,-1,-0.363636363636364,0,3,0.846153846153846
11300,1.66919544764927,0,0,-0.0669999694824219,0.37,-1,-0.0769230769230769,-1,-1,0.0769230769230769,0,0,1
12513,1.81694085257394,0,0,0.191500015258789,0.355500030517578,0.5,0.381818181818182,-1,-1,-0.381818181818182,0,0,1
13825,1.97207341875349,0,0,0.0755000305175781,0.204000015258789,-1,0.560975609756098,-1,-1,-0.560975609756098,0,0,1
15130,2.13496262686593,0,0,0.0780000305175781,0.246999969482422,-1,-0.137254901960784,-0.843137254901961,-0.686274509803922,-0.333333333333333,0,3,-0.268292682926829
16331,2.30599648611886,0,0,-0.308000030517578,0.280500030517578,-1,-0.75609756097561,-0.75609756097561,-1,0.51219512195122,0,3,0.257142857142857
17865,2.48558180672782,0,0,-0.240500030517578,0.375500030517578,0.5,-0.6,-0.542857142857143,-1,0.142857142857143,0,2,0.866666666666667
6789,-0.599999972752162,0,0,-0.390999984741211,0.681999969482422,1,-1,-1,-1,1,3,3,1
7951,-0.565714291163853,0,0,-0.410999984741211,0.3,0.5,-1,-1,-0.529411764705882,0.529411764705882,0,3,-1
9887,-0.333154337746756,0,0,-0.424500007629395,0.6925,0.5,-1,-1,-1,1,1,3,-0.823529411764706
11750,-0.403548649379185,0,0,-0.256999969482422,0.3275,0.5,-0.823529411764706,-1,-1,0.823529411764706,1,0,-1
13744,-0.427892071860177,0,0,0.0975,0.2725,0.5,1,-1,-1,-1,1,0,-1
16797,-0.409856387547084,0,0,-0.230500030517578,-0.0355000305175781,-1,1,-1,-1,-1,2,0,1
19174,0.240138598850795,0,0,0.765,-0.015,-1,-1,-1,-1,-1,0,0,1
22429,1.07601601736886,0,0,0.615500030517578,0.0319999694824219,-1,1,-1,-1,-1,0,0,1
6764,-0.599999972752162,0,0,0.05,0.585500030517578,1,0.568627450980392,-1,-1,-0.568627450980392,1,3,-0.117647058823529
8354,-0.565714291163853,0,0,-0.246999969482422,0.456499938964844,-1,-0.117647058823529,-1,-1,0.117647058823529,3,0,-1
9899,-0.412534373147147,0,0,0.543000030517578,-0.0125,0.5,1,-1,-1,-1,0,0,1
11545,-0.0727364676339286,0,0,0.443999938964844,0.18,-1,0.172413793103448,-0.172413793103448,-1,-1,0,0,1
13379,0.33610589163644,0,0,0.366000061035156,0.0130000305175781,-1,0,0,-1,-1,0,0,1
15766,0.991174152919224,0,0,0.0655000305175781,0.0205000305175781,-1,1,-1,-1,-1,0,2,0.555555555555556
18181,1.39447620936802,0,0,-0.562000007629395,-0.0615000152587891,-1,-0.407407407407407,-1,0.037037037037037,-0.62962962962963,1,3,-0.0416666666666667
19797,1.5284857068743,0,0,-0.184000015258789,0.436000061035156,0,-0.0416666666666666,-1,-1,0.0416666666666667,0,0,1
22457,1.66919544764927,0,0,-0.1025,0.460500030517578,0.5,0.625,-1,-1,-0.625,0,0,1
24977,1.81694085257394,0,0,0.474499969482422,0.254000015258789,-1,1,-1,-1,-1,0,0,1
6040,-0.599999972752162,0,0,0.561999969482422,-0.0309999847412109,1,0,0,-1,-1,0,0,1
7556,-0.53142854145595,0,0,0.146999969482422,0.486999969482422,-1,1,-1,-1,-1,0,0,1
9511,-0.190491335732596,0,0,0.4225,0.0940000152587891,-1,0.864864864864865,-0.864864864864865,-1,-1,0,1,-0.2
11664,0.317801748003278,0,0,0.425,-0.391500015258789,-1,-0.6,0.6,-1,-1,0,2,0.878787878787879
14064,1.29676464625767,0,0,0.2225,0.296999969482422,-0.5,-0.393939393939394,-0.333333333333333,-0.272727272727273,-1,0,1,0.636363636363636
15850,1.93530627659389,0,0,0.350500030517578,-0.0609999847412109,0,-0.2,0.163636363636364,-0.963636363636364,-1,0,0,1
18286,2.25740814208984,0,0,0.3075,0.245999984741211,-0.5,0.5,-1,-1,-0.5,0,0,1
7960,-0.599999972752162,0,0,-0.163000030517578,-0.166999969482422,1,-1,-1,1,-1,0,2,-0.791666666666667
9578,-0.53142854145595,0,0,-0.148000030517578,-0.329499969482422,0,-1,-0.791666666666667,0.791666666666667,-1,1,0,-0.647058823529412
11421,-0.281759875161307,0,0,0.2875,0.27,0,0.647058823529412,-1,-0.647058823529412,-1,0,0,1
13678,0.317801748003278,0,0,0.488000030517578,0.291999969482422,-1,0.135135135135135,-0.405405405405405,-0.72972972972973,-1,0,1,0.0526315789473685
16947,1.29676464625767,0,0,0.025,0.355500030517578,-1,-0.473684210526316,0.473684210526316,-1,-1,0,0,1
6101,-0.599999972752162,0,0,-0.208000030517578,-0.0330000305175781,1,-1,-1,0.428571428571429,-0.428571428571429,0,1,-0.111111111111111
7583,-0.53142854145595,0,0,0.214000015258789,-0.0519999694824219,0,-1,0.111111111111111,-1,-0.111111111111111,0,2,-1
9168,-0.373028482709612,0,0,-0.345999984741211,-0.532000007629394,-0.5,-1,-1,1,-1,2,0,0.555555555555555
10665,-0.0709293910435268,0,0,-0.0875,0.139000015258789,0,0.222222222222222,-1,-0.222222222222222,-1,0,3,0.789473684210526
13168,0.492852483476911,0,0,0.0409999847412109,0.159000015258789,-1,-0.105263157894737,-1,-1,0.105263157894737,0,0,1
16062,1.57868576049805,0,0,0.335,0.180500030517578,0.5,0.157894736842105,-1,-1,-0.157894736842105,0,0,1
20930,3.78874588012695,0,0,0.3675,0.366000061035156,-1,0.557692307692308,-1,-0.557692307692308,-1,0,0,1
25284,8.60297393798828,0,0,-0.100999984741211,-0.265500030517578,-1,0.304347826086957,-0.695652173913043,-0.608695652173913,-1,0,1,0.822222222222222
